"id","title","value","link","group"
"858","Die beunruhigenden Zahlen zu Impfschäden und das Schweigen der Medien","1","https://reitschuster.de/post/die-beunruhigenden-zahlen-zu-impfschaeden-und-das-schweigen-der-medien/","reitschuster"
"859","Dänemark verzichtet vollständig auf Corona-Impfstoff von AstraZeneca","1","https://de.rt.com/europa/115949-danemark-verzichtet-auf-corona-impfstoff/","RT DE"
"860","""Vermutete Nebenwirkungen"" nach Impfung: 74 Tote in Österreich – 59 Hirnthrombosen in Deutschland","1","https://de.rt.com/europa/116379-74-tote-in-osterreich-59/","RT DE"
"861","Diese wundervolle Stadt hat diesen Stadtrat nicht verdient","1","https://web.archive.org/web/20210408212255/https://www.dieostschweiz.ch/artikel/diese-wundervolle-stadt-hat-diesen-stadtrat-nicht-verdient-AWqa8Ar","Die Ostschweiz"
"862","st.gallen","2","","st.gallen"
"863","Lebenslange Immunität nach Corona Infektion durch Plasmazellen, B-Zellen und Antikörper","1","https://tkp.at/2021/06/20/lebenslange-immunitaet-durch-plasmazellen-b-zellen-und-antikoerper/","tp - Science & Technology"
"864","USA: Fast 40 Prozent der US-Marine-Offiziere verweigern Corona-Impfung","1","https://www.epochtimes.de/politik/ausland/usa-fast-40-prozent-der-us-marine-offiziere-verweigern-corona-impfung-a3490878.html","Epoch Times"
"865","Die Eltern der nach der «Impfung» verstorbenen Camilla Canepa widersprechen Medienberichten, sie sei krank gewesen","1","https://corona-transition.org/die-eltern-der-nach-der-covid-19-impfung-verstorbenen-camilla-canepa","Corona Transition"
"866","Aus Protest gegen Corona-Politik: Mathematik-Professor verlässt Leopoldina","1","https://de.rt.com/inland/112548-aus-protest-gegen-corona-politik/","RT DE"
"867","„Ein Massaker“: 53 Tote in Gibraltar seit Beginn der Impfungen","1","https://web.archive.org/web/20210221114949/https://www.wochenblick.at/ein-massaker-53-tote-in-gibraltar-seit-beginn-der-impfungen/","Wochenblick"
"868","Gründe für stärkere 2. Welle in manchen Ländern – staatliche Maßnahmen und Hoffnungslosigkeit","1","https://tkp.at/2021/01/07/gruende-fuer-staerkere-2-welle-in-manchen-laendern-staatliche-massnahmen-und-hoffnungslosigkeit/","tp - Science & Technology"
"869","Mehr Herztote, weniger Krebs-OPs: Daten zeigen verheerende Corona-Kollateralschäden","1","https://www.focus.de/gesundheit/news/mehr-herztote-weniger-krebs-ops-daten-zeigen-verheerende-corona-kollateralschaeden_id_12914874.html","Focus Online"
"870","800.000 Berliner ignorieren Einladung zur Corona-Impfung","1","https://www.berliner-zeitung.de/news/800000-berliner-ignorieren-einladung-zur-corona-impfung-li.153666","Berliner Zeitung"
"871","impfplan","2","","impfplan"
"872","Sollen Kinder und Immune geimpft werden?","1","https://tkp.at/2021/04/07/sollen-kinder-und-immune-geimpft-werden/","tp - Science & Technology"
"873","Pfizer testet den mRNA-Impfstoff nun auch an Schwangeren","1","https://corona-transition.org/pfizer-testet-den-mrna-impfstoff-nun-auch-an-schwangeren","Corona Transition"
"874","Nach Impfkampagne explodieren in Israel die Corona-Zahlen","1","https://www.wochenblick.at/nach-impfkampagne-explodieren-in-israel-die-corona-zahlen/","Wochenblick"
"875","Israel-Studie zu Südafrika-Virus: Geimpfte eher anfällig als Ungeimpfte","1","https://www.wochenblick.at/israel-studie-zu-suedafrika-virus-geimpfte-eher-anfaellig-als-ungeimpfte/","Wochenblick"
"876","Ein Corona-Todesfall pro eine Million Einwohner und Tag","1","https://www.infosperber.ch/gesundheit/public-health/ein-corona-todesfall-pro-eine-million-einwohner-und-tag/","INFOsperber"
"877","Kantone rufen nach weiteren Lockerungen der Corona-Massnahmen","1","https://www.nau.ch/news/schweiz/kantone-rufen-nach-weiteren-lockerungen-der-corona-massnahmen-65875324","Nau"
"878","Kopfschmerzen bis zum Tod? – Wie eine Packungsbeilage den AstraZeneca-Impfstoff ""sicher"" machen soll","1","https://de.rt.com/meinung/114657-kopfschmerzen-bis-zum-tod-astrazeneca-impfstoff/","RT DE"
"879","Leiter der Covid-19-Taskforce tritt zurück","1","https://corona-transition.org/pressekonferenz-der-leiter-der-covid-19-taskforce-tritt-drei-wochen-nach-der","Corona Transition"
"880","Impf-Sachverständiger: „Diese Impfung ist eine Lüge und Riesenbetrug""","1","https://www.wochenblick.at/impf-sachverstaendiger-diese-impfung-ist-eine-luege-und-riesenbetrug/","Wochenblick"
"881","Fast 4.000 vollständig Geimpfte in Massachusetts positiv auf COVID-19 getestet","1","https://www.epochtimes.de/politik/ausland/fast-4-000-vollstaendig-geimpfte-in-massachusetts-positiv-auf-covid-19-getestet-a3542016.html","Epoch Times"
"882","Corona-Triage Fehlanzeige - was auf Intensivstationen wirklich passiert","1","https://www.tichyseinblick.de/meinungen/das-doppelte-maerchen-von-der-corona-triage-die-lage-der-intensivstationen/","Tichys Einblick"
"883","Die unbeantworteten Fragen zum Lockdown","1","https://verfassungsfreunde.ch/Die-unbeantworteten-Fragen-zum-Lockdown","Verfassungsfreunde"
"884","Generalstaatsanwalt Stuttgart will Obduktionen nach Impfungen verhindern","1","https://2020news.de/generalstaatsanwalt-stuttgart-will-obduktionen-nach-impfungen-verhindern/","2020 News"
"885","Impfung für Kinder: So unwissenschaftlich ist die «Grundlage»","1","https://www.dieostschweiz.ch/artikel/impfung-fuer-kinder-so-unwissenschaftlich-ist-die-grundlage-zzybmAR","Die Ostschweiz"
"886","Problem Dunkelzifferrate: Wir werden bald alle jemanden kennen, der eine schwerwiegende Impfnebenwirkung erlitten hat","1","https://corona-blog.net/2021/06/18/problem-dunkelzifferrate-wir-werden-bald-alle-jemanden-kennen-der-eine-schwerwiegende-impfnebenwirkung-erlitten-hat/","corona-blog.net"
"887","Die Rundschau pflegt Stereotypen","1","https://verfassungsfreunde.ch/Die-Rundschau-pflegt-Stereotypen","Verfassungsfreunde"
"888","BfR korrigiert sich: Zusätzliches Vitamin D doch hilfreich gegen COVID-19","1","https://de.rt.com/inland/117561-bfr-zusatzliches-vitamin-d-doch/","RT DE"
"889","Nebenwirkungen der Covid-19 Impfungen in der Schweiz – Update","1","https://www.swissmedic.ch/swissmedic/de/home/news/coronavirus-covid-19/nebenwirkungen-covid-19-impfungen-update.html","Swissmedic"
"890","YouTube & Co. bekämpfen Wahrheit: Zensur als Waffe im Informationskrieg","1","https://www.wochenblick.at/youtube-und-co-zensur-als-waffe-im-informationskrieg/","Wochenblick"
"891","Pfizer/BioNTech starten Impfexperiment an 4.000 schwangeren Frauen","1","https://www.wochenblick.at/pfizer-biontech-starten-impfexperiment-an-4-000-schwangeren-frauen/","Wochenblick"
"892","Die Pandemiepolitik ist ein Idiotentest","1","https://miloszmatuschek.substack.com/p/die-pandemiepolitik-ist-ein-idiotentest","substack.com"
"893","Virus oder Mensch – was ist wichtiger?","1","https://tkp.at/2021/02/06/virus-oder-mensch-was-ist-wichtiger/","tp - Science & Technology"
"894","Die letzten Gedanken um fünf vor Zwölf","1","https://www.dieostschweiz.ch/artikel/die-letzten-gedanken-um-fuenf-vor-zwoelf-R3BarXq","Die Ostschweiz"
"895","Lockdown vernichtet Arbeitsplätze bei höherer Covid-Mortalität","1","https://tkp.at/2021/04/07/lockdown-vernichtet-arbeitsplaetze-bei-hoeherer-covid-mortalitaet/","tp - Science & Technology"
"896","Corona-Massentests in Graubünden – Ein Dorf stellt sich quer","1","https://www.tagesanzeiger.ch/ein-dorf-stellt-sich-quer-619339819398","Tagesanzeiger"
"897","Corona-Update: Nirgendwo bringt die Mutante eine Veränderung - die ewige Drohung hat ausgedient","1","https://www.tichyseinblick.de/meinungen/corona-update-die-mutante-bringt-nirgendwo-eine-veraenderung-die-letzte-drohkulisse-hat-ausgedient/","Tichys Einblick"
"898","""Globale Zeitbombe"" Erster Fall von postmortaler Untersuchung eines gegen SARS-CoV-2 geimpften Patienten; ""virale RNA in jedem Organ des Körpers gefunden""","1","https://uncutnews.ch/globale-zeitbombe-erster-fall-von-postmortaler-untersuchung-eines-gegen-sars-cov-2-geimpften-patienten-virale-rna-in-jedem-organ-des-koerpers-gefunden/","Uncut-News"
"899","Gerichtsbeschluss nach Multipolar-Klage: RKI muss Krisenstab offenlegen","1","https://multipolar-magazin.de/artikel/rki-krisenstab-offenlegen","multipolar"
"900","Schade, dass wir nicht von Clowns regiert werden!","1","https://www.nachdenkseiten.de/?p=71407","NachDenkSeiten"
"901","Ärzte und Apotheker protestieren gegen Impf-Politik","1","https://reitschuster.de/post/aerzte-und-apotheker-protestieren-gegen-impf-politik/","reitschuster"
"902","Der Weckruf","1","https://www.rubikon.news/artikel/der-weckruf-2","Rubikon"
"903","SARS-CoV-2? Das stammt aus dem Wuhan Institute of Virology, woher sonst? Die Gesamt-Liste der Indizien","1","https://sciencefiles.org/2021/05/16/sars-cov-2-das-stammt-aus-dem-wuhan-institute-of-virology-woher-sonst-die-gesamt-liste-der-indizien/","ScienceFiles"
"904","EMA: 26.849 gemeldete negative Corona-Impfeffekte","1","https://2020news.de/ema-26-849-gemeldete-impfschaeden/","2020 News"
"905","Die Nebenwirkungen steigen massiv – die Swissmedic will in Zukunft auf Sicherheitsprüfungen verzichten","1","https://corona-transition.org/die-nebenwirkungen-steigen-massiv-die-swissmedic-will-in-zukunft-auf","Corona Transition"
"906","Vertrauen durch Verschweigen? Der Humbug der Risikoreduktion durch COVID-19-Impfstoffe","1","https://sciencefiles.org/2021/06/15/vertrauen-durch-verschweigen-der-humbug-der-risikoreduktion-durch-covid-19-impfstoffe/","ScienceFiles"
"907","Wissenschaftlich fragwürdig: Hat Drosten asymptomatische Verbreitung erfunden?","1","https://report24.news/wissenschaftlich-fragwuerdig-hat-drosten-asymptomatische-verbreitung-erfunden/","Report24"
"908","Stark: Nena zeigt sich solidarisch mit Freiheits-Protest in Kassel!","1","https://www.wochenblick.at/stark-nena-zeigt-sich-solidarisch-mit-freiheits-protest-in-kassel/","Wochenblick"
"909","Eine Grippe trifft Kinder und Jugendliche stärker als Covid-19","1","https://www.infosperber.ch/gesundheit/public-health/eine-grippe-trifft-kinder-und-jugendliche-staerker-als-covid-19/","INFOsperber"
"910","Fallbericht: PEG als ein Anaphylaxie-Auslöser nach Covid-Impfung bestätigt","1","https://www.pharmazeutische-zeitung.de/peg-als-ein-anaphylaxie-ausloeser-nach-covid-impfung-bestaetigt-124884/","Pharmazeutische Zeitung"
"911","Experten warnten vor Impf-Thrombosen: Warum ignorierte EMA ihren Rat?","1","https://www.wochenblick.at/experten-warnten-vor-impf-thrombosen-warum-ignorierte-ema-ihren-rat/","Wochenblick"
"912","Ärzte fordern ""normales Leben"" für Kinder - auch ohne Impfung","1","https://www.tagesschau.de/inland/coronavirus-impfung-kinder-103.html","tagesschau.de"
"913","Das Drama mit dem experimentellen AstraZeneca Impfstoff","1","https://tkp.at/2021/03/31/das-drama-mit-dem-experimentellen-astrazeneca-impfstoff/","tp - Science & Technology"
"914","Das Corona-Prognosedesaster – Manipulation mit Vorsatz?","1","https://www.nachdenkseiten.de/?p=73005","NachDenkSeiten"
"915","Kilometer eins des Marathons zur Freiheit ist geschafft","1","https://www.dieostschweiz.ch/artikel/kilometer-eins-des-marathons-zur-freiheit-ist-geschafft-9YAVJyq","Die Ostschweiz"
"916","""Erhebliche Auswirkungen auf die Privatsphäre"": Floridas Gouverneur will Impfpässe verbannen","1","https://de.rt.com/nordamerika/115154-riesige-auswirkungen-auf-privatsphare-florida-will-impfpasse-verbannen/","RT DE"
"917","Ist die Corona-Politik in Schweden erfolgreicher als die deutsche Strategie?","1","https://www.heise.de/tp/features/Ist-die-Corona-Politik-in-Schweden-erfolgreicher-als-die-deutsche-Strategie-5021206.html","Telepolis"
"918","Coronavirus: Bundesrat verlängert und verschärft Massnahmen","1","https://www.bag.admin.ch/bag/de/home/das-bag/aktuell/medienmitteilungen.msg-id-81967.html","BAG"
"919","Kinder verbreiten weniger Aerosole als Erwachsene","1","https://www.n-tv.de/wissen/Kinder-verbreiten-weniger-Aerosole-als-Erwachsene-article22576380.html","ntv"
"920","Thrombosen, Herzinfarkte und Hirnblutungen sind nach allen Impfstoffen möglich","1","https://2020news.de/thrombosen-herzinfarkte-und-hirnblutungen-sind-nach-allen-impfstoffen-moeglich/","2020 News"
"921","Seit Anfang Februar sterben in der Schweiz so wenig Menschen wie schon lange nicht mehr. Warum berichten die Medien nicht?","1","https://www.weltwoche-daily.ch/beitrag/seit-anfang-februar-sterben-in-der-schweiz-so-wenig-menschen-wie-schon-lange-nicht-mehr-warum-berichten-die-medien-nicht/","Weltwoche daily"
"922","Wissenschaftler gründen Plattform zur offenen Diskussion der Pandemie-Strategie","1","https://2020news.de/wissenschaftler-gruenden-plattform-zur-offenen-pandemie-strategie/","2020 News"
"923","evidenz","3","","evidenz"
"924","Virologe Hendrik Streeck über Delta-Variante: Unnötige Angst und „Schreckensmeldungen“","1","https://www.fr.de/wissen/hendrik-streeck-delta-variante-christian-drosten-corona-coronavirus-deutschland-90811409.html","Frankfurter Rundschau"
"925","""Darum bedeuten Massentests kein Lockdown-Ende""","1","https://linth24.ch/articles/61689-darum-bedeuten-massentests-kein-lockdown-ende","linth24"
"926","Kultur am Abgrund: Aktivisten in Frankreich besetzen über 40 Theater und protestieren gegen Lockdown","1","https://de.rt.com/europa/114514-kultur-am-abgrund-aktivisten-besetzung-frankreich/","RT DE"
"927","BioNTech: Wie mit Corona-Hilfen ein Milliarden-Konzern entstand","1","https://de.rt.com/inland/115230-biontech-wie-mit-corona-hilfe/","RT DE"
"928","Studie zeigt ein Überwiegen potentiell infektionsverstärkender Antikörper (ADE) durch mRNA Impfstoffe","1","https://tkp.at/2021/06/13/studie-zeigt-ueberwiegen-potentiell-infektionsverstaerkender-antikoerper-ade-durch-mrna-impfstoffe/","tp - Science & Technology"
"929","Impfen – mehr Schaden als Nutzen? Erfahrungen mit Risiken und Nebenwirkungen","1","https://tkp.at/2021/02/24/impfen-mehr-schaden-als-nutzen-erfahrungen-mit-risiken-und-nebenwirkung/","tp - Science & Technology"
"930","Schock: Pfizer-Impfung im Verdacht, Gürtelrose auslösen zu können","1","https://www.wochenblick.at/schock-pfizer-impfung-im-verdacht-guertelrose-ausloesen-zu-koennen/","Wochenblick"
"931","Der Widerstand gegen die Maskenpflicht wächst: Erstes Verfahren beim Bundesgericht angelangt","1","https://corona-transition.org/der-widerstand-gegen-die-maskenpflicht-wachst-erstes-verfahren-vor","Corona Transition"
"932","Die Genese einer Pandemie","1","https://tkp.at/2021/03/04/die-genese-einer-pandemie/","tp - Science & Technology"
"933","Obduktionen: Rechtsmediziner zweifeln an der Zahl der Corona-Toten","1","https://www.nordkurier.de/mecklenburg-vorpommern/rechtsmediziner-zweifeln-an-der-zahl-der-corona-toten-1543142804.html","Nordkurier"
"934","Starke Häufung von Todesfällen bei jüngeren Menschen nach Coronavirus Impfung","1","https://corona-blog.net/2021/03/12/starke-haeufung-von-todesfaellen-bei-juengeren-menschen-nach-coronavirus-impfung/","corona-blog.net"
"935","10. Sicherheitsbericht des PEI: 49.961 Fälle von Impfnebenwirkungen, gestrichene Angaben und unplausible, geschönte Statistiken","1","https://corona-blog.net/2021/05/09/10-sicherheitsbericht-des-pei-49-961-faelle-von-impfnebenwirkungen-gestrichene-angaben-und-unplausible-geschoente-statistiken/","corona-blog.net"
"936","Studie: Varianten von Corona können T-Zell-Immunität kaum entkommen","1","https://tkp.at/2021/05/23/studie-varianten-von-corona-koennen-t-zell-immunitaet-kaum-entkommen/","tp - Science & Technology"
"937","«Rappi hat sich vor einer Bewilligung gedrückt»","1","https://www.linth24.ch/articles/63232-rappi-hat-sich-vor-einer-bewilligung-gedrueckt","linth24"
"938","Notfallsitzung einberufen: Hunderte Fälle von Herzentzündungen nach COVID-19-Impfung bei jungen Männern","1","https://www.epochtimes.de/politik/ausland/notfallsitzung-einberufen-hunderte-faelle-von-herzentzuendungen-nach-covid-19-impfung-bei-jungen-maennern-a3535379.html","Epoch Times"
"939","AGES-Chef Allerberger: Ohne PCR-Tests wäre Pandemie niemandem aufgefallen","1","https://report24.news/ages-chef-allerberger-ohne-pcr-tests-waere-pandemie-niemandem-aufgefallen/","Report24"
"940","UK Behörden: massive Nebenwirkungen bei Impfung wie Schlaganfall, Erblindung, Fehlgeburten","1","https://tkp.at/2021/02/18/uk-behoerden-massive-nebenwirkungen-bei-impfung-wie-schlaganfall-erblindung-fehlgeburten/","tp - Science & Technology"
"941","Rappi-Polizei macht’s vor: Es geht auch friedlich!","1","https://linth24.ch/articles/61427-rappi-polizei-macht-s-vor-es-geht-auch-friedlich","linth24"
"942","«Hier dürfen nur Geimpfte rein»: 2021 ist nichts mehr unmöglich","1","https://www.dieostschweiz.ch/artikel/hier-duerfen-nur-geimpfte-rein-2021-ist-nichts-mehr-unmoeglich-qGag1d3","Die Ostschweiz"
"943","Internationale Richtlinien zu Pandemie Maßnahmen","1","https://tkp.at/2021/03/24/internationale-richtlinien-zu-pandemie-massnahmen/","tp - Science & Technology"
"944","völkerrecht","1","","völkerrecht"
"945","Tagebuch einer Hinrichtung (1)","1","https://www.achgut.com/artikel/der_schauprozess_1","Achgut.com"
"946","Staatsanwaltschaft Gera: “Ermittlungsverfahren” gegen weiteren Richter aus Weimar","1","https://www.tichyseinblick.de/daili-es-sentials/staatsanwaltschaft-gera-ermittlungsverfahren-gegen-weiteren-richter-aus-weimar/","Tichys Einblick"
"947","Hohe Corona-Prognosen des RKI für April blieben aus – „Bild“: Politische Folgen trotzdem „gigantisch“","1","https://www.epochtimes.de/politik/deutschland/hohe-corona-prognosen-des-rki-fuer-april-blieben-aus-bild-politische-folgen-trotzdem-gigantisch-a3502471.html","Epoch Times"
"948","Betreiberin eines Reisebüros berichtet: „Sieben Kollegen haben sich das Leben genommen","1","https://corona-blog.net/2021/03/03/betreiberin-eines-reisebueros-berichtet-sieben-kollegen-haben-sich-das-leben-genommen/","corona-blog.net"
"949","Israel: Hunderte Personen erkranken nach Pfizer/BioNTech-Impfung an COVID-19","1","https://de.rt.com/der-nahe-osten/111291-israel-hunderte-personen-erkranken-nach-impfung-an-covid-19/","RT DE"
"950","„Erhebliche Indizien” zu Virus aus Labor gefunden - US-Geheimdienstausschuss fordert Biden zum Handeln auf","1","https://www.epochtimes.de/politik/ausland/erhebliche-indizien-zu-virus-aus-labor-gefunden-geheimdienstausschuss-fordert-biden-zum-handeln-auf-a3515052.html?telegram=1","Epoch Times"
"951","Bündnis von Ärzten, Rechtsanwälten und Psychotherapeuten fordert ""eine Medizin im Einklang mit Natur und Rechtsstaat""","1","https://www.epochtimes.de/politik/deutschland/buendnis-von-aerzten-rechtsanwaelten-und-psychotherapeuten-fordert-eine-medizin-im-einklang-mit-natur-und-rechtsstaat-a3448743.html","Epoch Times"
"952","Trotzdem schwere Verläufe: Covid-Impfstoffe schützen vor allem Alte nicht","1","https://www.wochenblick.at/trotzdem-schwere-verlaeufe-covid-impfstoffe-schuetzen-vor-allem-alte-nicht/","Wochenblick"
"953","Israel vermutet Bezug zu Corona-Impfung","1","https://www.n-tv.de/wissen/Israel-vermutet-Bezug-zu-Corona-Impfung-article22591367.html","ntv"
"954","Spanische Regierung will geistig behinderte Kinder und Jugendliche mit Pfizer/BioNTech impfen lassen","1","https://corona-transition.org/spanische-regierung-will-geistig-behinderte-kinder-und-jugendliche-mit-pfizer","Corona Transition"
"955","COVID-19-Impfung: politische Inszenierung ohne Wert? Bedenkliche Ergebnisse neuer Studie","1","https://sciencefiles.org/2021/03/16/covid-19-impfung-politische-inszenierung-ohne-wert-bedenkliche-ergebnisse-neuer-studie/","ScienceFiles"
"956","Gewissens-Mediziner: Erneute (Straf)Versetzung von Ex-Gesundheitsamtschef Dr. Pürner","1","https://www.epochtimes.de/politik/deutschland/gewissens-mediziner-erneute-strafversetzung-von-ex-gesundheitsamtschef-dr-puerner-a3535418.html","Epoch Times"
"957","Die Petition «Schützt die Kinder» wurde vor 10 Tagen versendet!","1","https://verfassungsfreunde.ch/Die-Petition-Schutzt-die-Kinder-wurde-vor-10-Tagen-versendet","Verfassungsfreunde"
"958","Texas: Zwei Wochen nach Aufhebung der Maskenpflicht kein Anstieg von COVID-Fällen","1","https://www.epochtimes.de/politik/ausland/texas-zwei-wochen-nach-aufhebung-der-maskenpflicht-kein-anstieg-von-covid-faellen-a3479622.html","Epoch Times"
"959","70.000 Tote trotz Lockdown: Schwedens Corona-Solo stellt deutschen Zick-Zack-Kurs in Frage","1","https://www.focus.de/gesundheit/news/todeszahlen-im-vergleich-ueber-70-000-tote-vergleich-mit-schweden-wirft-frage-auf-wie-wirksam-unser-lockdown-war_id_13037141.html","Focus Online"
"960","Die drei Voraussetzungen für eine informierte Einwilligung zu einer Impfung","1","https://corona-transition.org/die-drei-voraussetzungen-fur-eine-informierte-einwilligung-zu-einer-impfung","Corona Transition"
"961","Moderna-Chef hält dritte Dosis schon im Spätsommer für notwendig","1","https://reitschuster.de/post/moderna-chef-haelt-dritte-dosis-schon-im-spaetsommer-fuer-notwendig/","reitschuster"
"962","Nach Hasskommentaren: Hostpoint nimmt Internetseite unwählbar.ch vom Netz","1","https://corona-transition.org/nach-mordaufrufen-hostpoint-nimmt-regierungskritische-internetseite-unwahlbar","Corona Transition"
"963","Die neue Schweiz in 15 Punkten","1","https://www.dieostschweiz.ch/artikel/die-neue-schweiz-in-15-punkten-DvQO56o","Die Ostschweiz"
"964","""Die Eltern müssen aufstehen und sagen, dass sie das nicht wollen“","1","https://www.wochenblick.at/die-eltern-muessen-aufstehen-und-sagen-dass-sie-das-nicht-wollen/","Wochenblick"
"965","Im Lockdown beginnen Kinder, sich selbst zu verletzen: Es läuft etwas gewaltig schief","1","https://www.focus.de/gesundheit/corona-pandemie-corona-wie-der-lockdown-kinder-krank-macht_id_12949392.html","Focus Online"
"966","""Stoppt sämtliche COVID-19-Impfungen - sofort""","1","https://reitschuster.de/post/stoppt-saemtliche-covid-19-impfungen-sofort/","reitschuster"
"967","Virologin: Eindämmung der Pandemie war nie das Ziel","1","https://www.epochtimes.de/politik/deutschland/virologin-eindaemmung-der-pandemie-war-nie-das-ziel-a3485164.html","Epoch Times"
"968","Eine «Rundschau» mit Tunnelblick","1","https://www.dieostschweiz.ch/artikel/eine-rundschau-mit-tunnelblick-DvwrYBM","Die Ostschweiz"
"969","Nur sechs Wissenschaftler berieten Regierung zum Lockdown","1","https://reitschuster.de/post/nur-sechs-mediziner-berieten-regierung-zum-lockdown/","reitschuster"
"970","Weitere Todesfälle nach AstraZeneca-Impfung – Pariser Justiz ermittelt","1","https://www.epochtimes.de/gesundheit/weitere-todesfaelle-nach-astrazeneca-impfung-pariser-justiz-ermittelt-a3502455.html","Epoch Times"
"971","Sucharit Bhakdi: Wie lange lasst Ihr Euch noch anlügen?","1","","eingeSCHENKt.tv"
"972","„Feuern dadurch das Infektionsgeschehen weiter an“: Streeck warnt vor Lockdown - Video","1","https://www.focus.de/gesundheit/coronavirus/virologe-schlaegt-alternative-vor-feuern-dadurch-das-infektionsgeschehen-weiter-an-streeck-warnt-vor-lockdown_id_13175265.html","Focus Online"
"973","Weitere Lockdown-Märchen","1","https://swprs.org/weitere-lockdown-marchen/","Swiss Policy Research"
"974","„Die Isolation ist das Schlimmste“","1","https://reitschuster.de/post/die-isolation-ist-das-schlimmste/","reitschuster"
"975","Vier Todesfälle durch Hirnvenenthrombosen nach AstraZeneca-Impfungen in Deutschland","1","https://de.rt.com/inland/114876-mittlerweile-vier-todesfalle-durch-hirnvenenthrombosen/","RT DE"
"976","Das absolute, unverhüllte Böse","1","https://fassadenkratzer.wordpress.com/2021/05/26/das-absolute-unverhullte-bose/","FASSADENKRATZER"
"977","Berliner Kinderarzt zu Lockdown-Folgen: „Es gibt bereits Triage in Psychiatrien“","1","https://www.berliner-zeitung.de/news/berliner-kinderarzt-zu-lockdown-folgen-es-gibt-bereits-triage-in-psychiatrien-li.159604","Berliner Zeitung"
"978","Neurologin Dr. Griesz-Brisson: „Der größte Notstand in unserem Land ist die Politik“","1","https://www.epochtimes.de/politik/deutschland/neurologin-dr-griesz-brisson-der-groesste-notstand-in-unserem-land-ist-die-politik-a3530777.html?telegram=1","Epoch Times"
"979","Kanarische Inseln: Oberstes Gericht kippt Maßnahmen der Inselregierung","1","https://tkp.at/2021/05/11/kanarische-inseln-oberstes-gericht-kippt-massnahmen-der-inselregierung/","tp - Science & Technology"
"980","Entlarvt: Falsche Statistik bei den Wirksamkeitsstudien der Corona-Impfstoffe","1","https://corona-blog.net/2021/06/22/entlarvt-falsche-statistik-bei-den-wirksamkeitsstudien-der-corona-impfstoffe/","corona-blog.net"
"981","Blutspende nach Corona-Impfung: In Japan verboten - in Deutschland erlaubt","1","https://www.epochtimes.de/politik/ausland/blutspende-nach-corona-impfung-in-japan-verboten-in-deutschland-erlaubt-a3519859.html","Epoch Times"
"982","Notfallsitzung in den USA: Hunderte erleiden Herzentzündungen nach mRNA-basierten Impfungen","1","https://de.rt.com/nordamerika/118924-usa-covid-19-notfallsitzung-hunderte-erleiden-herzentzuendungen-nach-impfung/","RT DE"
"983","„Was die Ärzte festgestellt haben, ist erschreckend“: Wodarg über Blutgerinnselbildung nach COVID-19-Impfung","1","https://www.epochtimes.de/gesundheit/was-die-aerzte-festgestellt-haben-ist-erschreckend-wodarg-ueber-blutgerinnselbildung-nach-covid-19-impfung-a3530085.html","Epoch Times"
"984","Statistische Wirkung der Corona-Impfung: Mit den Impfungen steigen die Todesfälle","1","https://www.wochenblick.at/statistische-wirkung-der-corona-impfung-mit-den-impfungen-steigen-die-todesfaelle/","Wochenblick"
"985","UN-Studie zu Begleiterscheinungen des Lockdowns: Steigende Todeszahlen durch Überarbeitung","1","https://de.rt.com/international/117612-begleiterscheinung-des-lockdowns-un-erwartet-steigende-todeszahlen-ueberarbeitung/","RT DE"
"986","Immunologe warnt nach Todesfall vor Impfung von bereits Immunen","1","https://tkp.at/2021/03/25/immunologe-warnt-nach-todesfall-vor-impfung-von-bereits-immunen/","tp - Science & Technology"
"987","Das „Rätsel“ der abgebauten Intensivbetten ist gelöst","1","https://corona-blog.net/2021/04/23/das-raetsel-der-abgebauten-intensivbetten-ist-geloest/","corona-blog.net"
"988","Todesrisiko und trotzdem Maskenzwang: Impfung bringt keine Freiheit","1","https://www.wochenblick.at/todesrisiko-und-trotzdem-maskenzwang-impfung-bringt-keine-freiheit/","Wochenblick"
"989","Hamburg: Mehr als 30 Prozent der durchgeführten Corona-Tests sind falsch positiv","1","https://de.rt.com/inland/116537-hamburg-mehr-als-30-prozent-der-corona-tests-sind-falsch-positiv/","RT DE"
"990","Corona-Impfung: Bill Gates, WHO, Pfizer und das deutsche Unternehmen BioNtech","1","https://www.epochtimes.de/meinung/analyse/corona-impfung-bill-gates-who-pfizer-und-das-deutsche-unternehmen-biontech-a3431614.html","Epoch Times"
"991","Der Bundesrat schiebt die Verantwortung auf die Bevölkerung ab und verweigert Rückkehr zur Normalität für die Geimpften, Getesteten und Genesenen","1","https://www.svp.ch/news/artikel/medienmitteilungen/bundesrat-verweigert-rueckkehr-zur-normalitaet/","SVP Schweiz"
"992","Coronakrise und Lockdown: Leben retten um jeden Preis?","1","https://www.nzz.ch/feuilleton/ethik-und-corona-wer-hat-denn-die-langfristigen-risiken-und-nebenwirkungen-ernsthaft-im-auge-ld.1595395","NZZ"
"993","Corona: Schäden wie nach einem Krieg","1","https://linth24.ch/articles/53299-corona-schaeden-wie-nach-einem-krieg","linth24"
"994","Maskenpflicht an Schulen: Gefährliche Erreger in Masken von Kindern gefunden","1","https://report24.news/maskenpflicht-an-schulen-gefaehrliche-erreger-in-masken-von-kindern-gefunden/","Report24"
