from,to,title,group,value
11,1616,In$ide Paradeplatz,2020,2
1323,1617,BioNTech,BioNTech,2
11,1617,BioNTech,2020,2
313,1618,tagblatt.ch,tagblatt.ch,2
11,1618,tagblatt.ch,2020,2
41,1619,Report24,Report24,2
3,1619,Report24,2021,2
27,1620,Die Ostschweiz,Die Ostschweiz,2
3,1620,Die Ostschweiz,2021,2
27,1621,Die Ostschweiz,Die Ostschweiz,2
11,1621,Die Ostschweiz,2020,2
10,1622,Wochenblick,Wochenblick,2
3,1622,Wochenblick,2021,2
8,1623,RT DE,RT DE,2
3,1623,RT DE,2021,2
183,1624,corona-blog.net,corona-blog.net,2
3,1624,corona-blog.net,2021,2
82,1625,In$ide Paradeplatz,In$ide Paradeplatz,2
3,1625,In$ide Paradeplatz,2021,2
27,1626,Die Ostschweiz,Die Ostschweiz,2
3,1626,Die Ostschweiz,2021,2
6,1627,tp - Science & Technology,tp - Science & Technology,2
3,1627,tp - Science & Technology,2021,2
84,1628,2020 News,2020 News,2
11,1628,2020 News,2020,2
2,1629,ScienceFiles,ScienceFiles,2
3,1629,ScienceFiles,2021,2
109,1630,Berliner Zeitung,Berliner Zeitung,2
11,1630,Berliner Zeitung,2020,2
2,1631,ScienceFiles,ScienceFiles,2
3,1631,ScienceFiles,2021,2
80,1632,INFOsperber,INFOsperber,2
3,1632,INFOsperber,2021,2
41,1633,Report24,Report24,2
3,1633,Report24,2021,2
49,1634,reitschuster,reitschuster,2
3,1634,reitschuster,2021,2
99,1635,Telepolis,Telepolis,2
3,1635,Telepolis,2021,2
328,1636,SWR,SWR,2
11,1636,SWR,2020,2
27,1637,Die Ostschweiz,Die Ostschweiz,2
3,1637,Die Ostschweiz,2021,2
41,1638,Report24,Report24,2
3,1638,Report24,2021,2
80,1639,INFOsperber,INFOsperber,2
11,1639,INFOsperber,2020,2
1641,1640,phoenix,phoenix,2
3,1640,phoenix,2021,2
10,1642,Wochenblick,Wochenblick,2
3,1642,Wochenblick,2021,2
37,1643,Corona Transition,Corona Transition,2
3,1643,Corona Transition,2021,2
286,1644,Swissmedic,Swissmedic,2
3,1644,Swissmedic,2021,2
49,1645,reitschuster,reitschuster,2
3,1645,reitschuster,2021,2
46,1646,NZZ,NZZ,2
3,1646,NZZ,2021,2
49,1647,reitschuster,reitschuster,2
3,1647,reitschuster,2021,2
37,1648,Corona Transition,Corona Transition,2
3,1648,Corona Transition,2021,2
72,1649,Die Welt,Die Welt,2
11,1649,Die Welt,2020,2
19,1650,Epoch Times,Epoch Times,2
3,1650,Epoch Times,2021,2
6,1651,tp - Science & Technology,tp - Science & Technology,2
3,1651,tp - Science & Technology,2021,2
710,1652,bitchute,bitchute,2
11,1652,bitchute,2020,2
49,1653,reitschuster,reitschuster,2
3,1653,reitschuster,2021,2
41,1654,Report24,Report24,2
3,1654,Report24,2021,2
1229,1655,FASSADENKRATZER,FASSADENKRATZER,2
3,1655,FASSADENKRATZER,2021,2
37,1656,Corona Transition,Corona Transition,2
11,1656,Corona Transition,2020,2
10,1657,Wochenblick,Wochenblick,2
3,1657,Wochenblick,2021,2
1659,1658,AUF,AUF,2
11,1658,AUF,2020,2
109,1660,Berliner Zeitung,Berliner Zeitung,2
3,1660,Berliner Zeitung,2021,2
1662,1661,Aargauer Zeitung,Aargauer Zeitung,2
11,1661,Aargauer Zeitung,2020,2
13,1663,Achgut.com,Achgut.com,2
3,1663,Achgut.com,2021,2
8,1664,RT DE,RT DE,2
3,1664,RT DE,2021,2
49,1665,reitschuster,reitschuster,2
3,1665,reitschuster,2021,2
358,1666,Jouwatch,Jouwatch,2
11,1666,Jouwatch,2020,2
249,1667,NDR,NDR,2
3,1667,NDR,2021,2
72,1668,Die Welt,Die Welt,2
3,1668,Die Welt,2021,2
1670,1669,LifeSiteNews,LifeSiteNews,2
11,1669,LifeSiteNews,2020,2
6,1671,tp - Science & Technology,tp - Science & Technology,2
3,1671,tp - Science & Technology,2021,2
159,1672,Weltwoche daily,Weltwoche daily,2
3,1672,Weltwoche daily,2021,2
19,1673,Epoch Times,Epoch Times,2
3,1673,Epoch Times,2021,2
183,1674,corona-blog.net,corona-blog.net,2
3,1674,corona-blog.net,2021,2
1676,1675,Deutsche Gesellschaft für Kinder- und Jugendmedizin e.V.,Deutsche Gesellschaft für Kinder- und Jugendmedizin e.V.,2
3,1675,Deutsche Gesellschaft für Kinder- und Jugendmedizin e.V.,2021,2
497,1677,World Health Organization,World Health Organization,2
11,1677,World Health Organization,2020,2
72,1678,Die Welt,Die Welt,2
3,1678,Die Welt,2021,2
82,1679,In$ide Paradeplatz,In$ide Paradeplatz,2
3,1679,In$ide Paradeplatz,2021,2
46,1680,NZZ,NZZ,2
3,1680,NZZ,2021,2
10,1681,Wochenblick,Wochenblick,2
11,1681,Wochenblick,2020,2
27,1682,Die Ostschweiz,Die Ostschweiz,2
11,1682,Die Ostschweiz,2020,2
19,1683,Epoch Times,Epoch Times,2
3,1683,Epoch Times,2021,2
131,1684,linth24,linth24,2
3,1684,linth24,2021,2
8,1685,RT DE,RT DE,2
3,1685,RT DE,2021,2
49,1686,reitschuster,reitschuster,2
3,1686,reitschuster,2021,2
37,1687,Corona Transition,Corona Transition,2
3,1687,Corona Transition,2021,2
326,1688,AerzteZeitung,AerzteZeitung,2
3,1688,AerzteZeitung,2021,2
92,1689,Focus Online,Focus Online,2
11,1689,Focus Online,2020,2
512,1690,ntv,ntv,2
3,1690,ntv,2021,2
286,1691,Swissmedic,Swissmedic,2
3,1691,Swissmedic,2021,2
1693,1692,New England Journal of Medicine,New England Journal of Medicine,2
11,1692,New England Journal of Medicine,2020,2
10,1694,Wochenblick,Wochenblick,2
3,1694,Wochenblick,2021,2
16,1695,Rubikon,Rubikon,2
3,1695,Rubikon,2021,2
6,1696,tp - Science & Technology,tp - Science & Technology,2
3,1696,tp - Science & Technology,2021,2
19,1697,Epoch Times,Epoch Times,2
3,1697,Epoch Times,2021,2
10,1698,Wochenblick,Wochenblick,2
3,1698,Wochenblick,2021,2
99,1699,Telepolis,Telepolis,2
11,1699,Telepolis,2020,2
13,1700,Achgut.com,Achgut.com,2
3,1700,Achgut.com,2021,2
46,1701,NZZ,NZZ,2
11,1701,NZZ,2020,2
13,1702,Achgut.com,Achgut.com,2
11,1702,Achgut.com,2020,2
8,1703,RT DE,RT DE,2
3,1703,RT DE,2021,2
49,1704,reitschuster,reitschuster,2
3,1704,reitschuster,2021,2
253,1705,Swiss Policy Research,Swiss Policy Research,2
3,1705,Swiss Policy Research,2021,2
2,1706,ScienceFiles,ScienceFiles,2
3,1706,ScienceFiles,2021,2
8,1707,RT DE,RT DE,2
3,1707,RT DE,2021,2
268,1708,SRF,SRF,2
3,1708,SRF,2021,2
92,1709,Focus Online,Focus Online,2
3,1709,Focus Online,2021,2
10,1710,Wochenblick,Wochenblick,2
11,1710,Wochenblick,2020,2
1712,1711,Re-Check,Re-Check,2
3,1711,Re-Check,2021,2
27,1713,Die Ostschweiz,Die Ostschweiz,2
3,1713,Die Ostschweiz,2021,2
13,1714,Achgut.com,Achgut.com,2
11,1714,Achgut.com,2020,2
41,1715,Report24,Report24,2
3,1715,Report24,2021,2
10,1716,Wochenblick,Wochenblick,2
3,1716,Wochenblick,2021,2
159,1717,Weltwoche daily,Weltwoche daily,2
3,1717,Weltwoche daily,2021,2
19,1718,Epoch Times,Epoch Times,2
3,1718,Epoch Times,2021,2
19,1719,Epoch Times,Epoch Times,2
3,1719,Epoch Times,2021,2
512,1720,ntv,ntv,2
3,1720,ntv,2021,2
27,1721,Die Ostschweiz,Die Ostschweiz,2
3,1721,Die Ostschweiz,2021,2
16,1722,Rubikon,Rubikon,2
11,1722,Rubikon,2020,2
1712,1723,Re-Check,Re-Check,2
3,1723,Re-Check,2021,2
27,1724,Die Ostschweiz,Die Ostschweiz,2
11,1724,Die Ostschweiz,2020,2
41,1725,Report24,Report24,2
3,1725,Report24,2021,2
49,1726,reitschuster,reitschuster,2
3,1726,reitschuster,2021,2
27,1727,Die Ostschweiz,Die Ostschweiz,2
3,1727,Die Ostschweiz,2021,2
10,1728,Wochenblick,Wochenblick,2
3,1728,Wochenblick,2021,2
27,1729,Die Ostschweiz,Die Ostschweiz,2
3,1729,Die Ostschweiz,2021,2
288,1730,Deutsches Ärzteblatt,Deutsches Ärzteblatt,2
3,1730,Deutsches Ärzteblatt,2021,2
10,1731,Wochenblick,Wochenblick,2
3,1731,Wochenblick,2021,2
16,1732,Rubikon,Rubikon,2
11,1732,Rubikon,2020,2
192,1733,Timeline,Timeline,2
3,1733,Timeline,2021,2
8,1734,RT DE,RT DE,2
3,1734,RT DE,2021,2
1736,1735,Vincent Racaniello - TWiV 615,Vincent Racaniello - TWiV 615,2
307,1735,Vincent Racaniello - TWiV 615,2019,2
995,1737,Bundesrat,Bundesrat,2
3,1737,Bundesrat,2021,2
313,1738,tagblatt.ch,tagblatt.ch,2
11,1738,tagblatt.ch,2020,2
462,1739,Nau,Nau,2
3,1739,Nau,2021,2
817,1740,BAG,BAG,2
11,1740,BAG,2020,2
92,1741,Focus Online,Focus Online,2
3,1741,Focus Online,2021,2
6,1742,tp - Science & Technology,tp - Science & Technology,2
3,1742,tp - Science & Technology,2021,2
80,1743,INFOsperber,INFOsperber,2
11,1743,INFOsperber,2020,2
41,1744,Report24,Report24,2
3,1744,Report24,2021,2
82,1745,In$ide Paradeplatz,In$ide Paradeplatz,2
3,1745,In$ide Paradeplatz,2021,2
2,1746,ScienceFiles,ScienceFiles,2
3,1746,ScienceFiles,2021,2
183,1747,corona-blog.net,corona-blog.net,2
3,1747,corona-blog.net,2021,2
8,1748,RT DE,RT DE,2
3,1748,RT DE,2021,2
8,1749,RT DE,RT DE,2
3,1749,RT DE,2021,2
10,1750,Wochenblick,Wochenblick,2
3,1750,Wochenblick,2021,2
84,1751,2020 News,2020 News,2
3,1751,2020 News,2021,2
8,1752,RT DE,RT DE,2
11,1752,RT DE,2020,2
92,1753,Focus Online,Focus Online,2
3,1753,Focus Online,2021,2
10,1754,Wochenblick,Wochenblick,2
11,1754,Wochenblick,2020,2
41,1755,Report24,Report24,2
3,1755,Report24,2021,2
10,1756,Wochenblick,Wochenblick,2
3,1756,Wochenblick,2021,2
16,1757,Rubikon,Rubikon,2
3,1757,Rubikon,2021,2
10,1758,Wochenblick,Wochenblick,2
3,1758,Wochenblick,2021,2
16,1759,Rubikon,Rubikon,2
11,1759,Rubikon,2020,2
80,1760,INFOsperber,INFOsperber,2
3,1760,INFOsperber,2021,2
8,1761,RT DE,RT DE,2
3,1761,RT DE,2021,2
16,1762,Rubikon,Rubikon,2
3,1762,Rubikon,2021,2
1764,1763,ARD-Mediathek,ARD-Mediathek,2
11,1763,ARD-Mediathek,2020,2
19,1765,Epoch Times,Epoch Times,2
3,1765,Epoch Times,2021,2
2,1766,ScienceFiles,ScienceFiles,2
3,1766,ScienceFiles,2021,2
1768,1767,stgallen24,stgallen24,2
3,1767,stgallen24,2021,2
10,1769,Wochenblick,Wochenblick,2
3,1769,Wochenblick,2021,2
10,1770,Wochenblick,Wochenblick,2
3,1770,Wochenblick,2021,2
288,1771,Deutsches Ärzteblatt,Deutsches Ärzteblatt,2
11,1771,Deutsches Ärzteblatt,2020,2
49,1772,reitschuster,reitschuster,2
3,1772,reitschuster,2021,2
19,1773,Epoch Times,Epoch Times,2
3,1773,Epoch Times,2021,2
6,1774,tp - Science & Technology,tp - Science & Technology,2
3,1774,tp - Science & Technology,2021,2
19,1775,Epoch Times,Epoch Times,2
3,1775,Epoch Times,2021,2
46,1776,NZZ,NZZ,2
11,1776,NZZ,2020,2
6,1777,tp - Science & Technology,tp - Science & Technology,2
3,1777,tp - Science & Technology,2021,2
30,1778,NachDenkSeiten,NachDenkSeiten,2
3,1778,NachDenkSeiten,2021,2
121,1779,Unser Mitteleuropa,Unser Mitteleuropa,2
3,1779,Unser Mitteleuropa,2021,2
30,1780,NachDenkSeiten,NachDenkSeiten,2
3,1780,NachDenkSeiten,2021,2
49,1781,reitschuster,reitschuster,2
3,1781,reitschuster,2021,2
183,1782,corona-blog.net,corona-blog.net,2
3,1782,corona-blog.net,2021,2
10,1783,Wochenblick,Wochenblick,2
3,1783,Wochenblick,2021,2
10,1784,Wochenblick,Wochenblick,2
3,1784,Wochenblick,2021,2
72,1785,Die Welt,Die Welt,2
3,1785,Die Welt,2021,2
72,1786,Die Welt,Die Welt,2
3,1786,Die Welt,2021,2
10,1787,Wochenblick,Wochenblick,2
3,1787,Wochenblick,2021,2
27,1788,Die Ostschweiz,Die Ostschweiz,2
11,1788,Die Ostschweiz,2020,2
72,1789,Die Welt,Die Welt,2
3,1789,Die Welt,2021,2
104,1790,Youtube,Youtube,2
3,1790,Youtube,2021,2
19,1791,Epoch Times,Epoch Times,2
3,1791,Epoch Times,2021,2
49,1792,reitschuster,reitschuster,2
3,1792,reitschuster,2021,2
16,1793,Rubikon,Rubikon,2
3,1793,Rubikon,2021,2
49,1794,reitschuster,reitschuster,2
3,1794,reitschuster,2021,2
27,1795,Die Ostschweiz,Die Ostschweiz,2
3,1795,Die Ostschweiz,2021,2
6,1796,tp - Science & Technology,tp - Science & Technology,2
3,1796,tp - Science & Technology,2021,2
2,1797,ScienceFiles,ScienceFiles,2
3,1797,ScienceFiles,2021,2
265,1798,Uncut-News,Uncut-News,2
3,1798,Uncut-News,2021,2
104,1799,Youtube,Youtube,2
11,1799,Youtube,2020,2
27,1800,Die Ostschweiz,Die Ostschweiz,2
3,1800,Die Ostschweiz,2021,2
497,1801,World Health Organization,World Health Organization,2
11,1801,World Health Organization,2020,2
49,1802,reitschuster,reitschuster,2
11,1802,reitschuster,2020,2
1596,1803,Johns Hopkins Center for Health Security,Johns Hopkins Center for Health Security,2
11,1803,Johns Hopkins Center for Health Security,2020,2
358,1804,Jouwatch,Jouwatch,2
3,1804,Jouwatch,2021,2
512,1805,ntv,ntv,2
3,1805,ntv,2021,2
1807,1806,Government of India,Government of India,2
3,1806,Government of India,2021,2
1145,1808,Ereignis,Ereignis,2
307,1808,Ereignis,2019,2
84,1809,2020 News,2020 News,2
3,1809,2020 News,2021,2
6,1810,tp - Science & Technology,tp - Science & Technology,2
3,1810,tp - Science & Technology,2021,2
49,1811,reitschuster,reitschuster,2
3,1811,reitschuster,2021,2
8,1812,RT DE,RT DE,2
3,1812,RT DE,2021,2
8,1813,RT DE,RT DE,2
11,1813,RT DE,2020,2
512,1814,ntv,ntv,2
3,1814,ntv,2021,2
1816,1815,infosperber,infosperber,2
11,1815,infosperber,2020,2
16,1817,Rubikon,Rubikon,2
3,1817,Rubikon,2021,2
131,1818,linth24,linth24,2
11,1818,linth24,2020,2
27,1819,Die Ostschweiz,Die Ostschweiz,2
11,1819,Die Ostschweiz,2020,2
27,1820,Die Ostschweiz,Die Ostschweiz,2
3,1820,Die Ostschweiz,2021,2
30,1821,NachDenkSeiten,NachDenkSeiten,2
3,1821,NachDenkSeiten,2021,2
10,1822,Wochenblick,Wochenblick,2
3,1822,Wochenblick,2021,2
49,1823,reitschuster,reitschuster,2
3,1823,reitschuster,2021,2
23,1824,Tagesanzeiger,Tagesanzeiger,2
11,1824,Tagesanzeiger,2020,2
947,1825,Frankfurter Rundschau,Frankfurter Rundschau,2
3,1825,Frankfurter Rundschau,2021,2
10,1826,Wochenblick,Wochenblick,2
11,1826,Wochenblick,2020,2
159,1827,Weltwoche daily,Weltwoche daily,2
3,1827,Weltwoche daily,2021,2
37,1828,Corona Transition,Corona Transition,2
3,1828,Corona Transition,2021,2
462,1829,Nau,Nau,2
11,1829,Nau,2020,2
27,1830,Die Ostschweiz,Die Ostschweiz,2
3,1830,Die Ostschweiz,2021,2
16,1831,Rubikon,Rubikon,2
3,1831,Rubikon,2021,2
16,1832,Rubikon,Rubikon,2
11,1832,Rubikon,2020,2
436,1833,Pharmazeutische Zeitung,Pharmazeutische Zeitung,2
11,1833,Pharmazeutische Zeitung,2020,2
10,1834,Wochenblick,Wochenblick,2
3,1834,Wochenblick,2021,2
27,1835,Die Ostschweiz,Die Ostschweiz,2
3,1835,Die Ostschweiz,2021,2
8,1836,RT DE,RT DE,2
3,1836,RT DE,2021,2
37,1837,Corona Transition,Corona Transition,2
11,1837,Corona Transition,2020,2
6,1838,tp - Science & Technology,tp - Science & Technology,2
3,1838,tp - Science & Technology,2021,2
99,1839,Telepolis,Telepolis,2
11,1839,Telepolis,2020,2
54,1840,Tichys Einblick,Tichys Einblick,2
3,1840,Tichys Einblick,2021,2
840,1841,The New York Times,The New York Times,2
11,1841,The New York Times,2020,2
1843,1842,Event,Event,2
307,1842,Event,2019,2
37,1844,Corona Transition,Corona Transition,2
3,1844,Corona Transition,2021,2
6,1845,tp - Science & Technology,tp - Science & Technology,2
3,1845,tp - Science & Technology,2021,2
249,1846,NDR,NDR,2
3,1846,NDR,2021,2
131,1847,linth24,linth24,2
11,1847,linth24,2020,2
46,1848,NZZ,NZZ,2
11,1848,NZZ,2020,2
49,1849,reitschuster,reitschuster,2
3,1849,reitschuster,2021,2
39,1850,multipolar,multipolar,2
3,1850,multipolar,2021,2
2,1851,ScienceFiles,ScienceFiles,2
3,1851,ScienceFiles,2021,2
2,1852,ScienceFiles,ScienceFiles,2
3,1852,ScienceFiles,2021,2
1854,1853,mediarebell,mediarebell,2
11,1853,mediarebell,2020,2
131,1855,linth24,linth24,2
3,1855,linth24,2021,2
6,1856,tp - Science & Technology,tp - Science & Technology,2
3,1856,tp - Science & Technology,2021,2
49,1857,reitschuster,reitschuster,2
3,1857,reitschuster,2021,2
183,1858,corona-blog.net,corona-blog.net,2
3,1858,corona-blog.net,2021,2
145,1859,Nordkurier,Nordkurier,2
3,1859,Nordkurier,2021,2
37,1860,Corona Transition,Corona Transition,2
3,1860,Corona Transition,2021,2
6,1861,tp - Science & Technology,tp - Science & Technology,2
3,1861,tp - Science & Technology,2021,2
8,1862,RT DE,RT DE,2
3,1862,RT DE,2021,2
37,1863,Corona Transition,Corona Transition,2
11,1863,Corona Transition,2020,2
49,1864,reitschuster,reitschuster,2
3,1864,reitschuster,2021,2
92,1865,Focus Online,Focus Online,2
3,1865,Focus Online,2021,2
80,1866,INFOsperber,INFOsperber,2
11,1866,INFOsperber,2020,2
19,1867,Epoch Times,Epoch Times,2
3,1867,Epoch Times,2021,2
268,1868,SRF,SRF,2
11,1868,SRF,2020,2
497,1869,World Health Organization,World Health Organization,2
307,1869,World Health Organization,2019,2
10,1870,Wochenblick,Wochenblick,2
3,1870,Wochenblick,2021,2
46,1871,NZZ,NZZ,2
11,1871,NZZ,2020,2
10,1872,Wochenblick,Wochenblick,2
11,1872,Wochenblick,2020,2
49,1873,reitschuster,reitschuster,2
3,1873,reitschuster,2021,2
131,1874,linth24,linth24,2
3,1874,linth24,2021,2
6,1875,tp - Science & Technology,tp - Science & Technology,2
3,1875,tp - Science & Technology,2021,2
37,1876,Corona Transition,Corona Transition,2
3,1876,Corona Transition,2021,2
37,1877,Corona Transition,Corona Transition,2
3,1877,Corona Transition,2021,2
23,1878,Tagesanzeiger,Tagesanzeiger,2
3,1878,Tagesanzeiger,2021,2
49,1879,reitschuster,reitschuster,2
3,1879,reitschuster,2021,2
80,1880,INFOsperber,INFOsperber,2
3,1880,INFOsperber,2021,2
512,1881,ntv,ntv,2
3,1881,ntv,2021,2
27,1882,Die Ostschweiz,Die Ostschweiz,2
3,1882,Die Ostschweiz,2021,2
37,1883,Corona Transition,Corona Transition,2
3,1883,Corona Transition,2021,2
8,1884,RT DE,RT DE,2
3,1884,RT DE,2021,2
8,1885,RT DE,RT DE,2
3,1885,RT DE,2021,2
8,1886,RT DE,RT DE,2
3,1886,RT DE,2021,2
462,1887,Nau,Nau,2
3,1887,Nau,2021,2
27,1888,Die Ostschweiz,Die Ostschweiz,2
3,1888,Die Ostschweiz,2021,2
512,1889,ntv,ntv,2
11,1889,ntv,2020,2
84,1890,2020 News,2020 News,2
3,1890,2020 News,2021,2
10,1891,Wochenblick,Wochenblick,2
3,1891,Wochenblick,2021,2
19,1892,Epoch Times,Epoch Times,2
3,1892,Epoch Times,2021,2
286,1893,Swissmedic,Swissmedic,2
3,1893,Swissmedic,2021,2
436,1894,Pharmazeutische Zeitung,Pharmazeutische Zeitung,2
3,1894,Pharmazeutische Zeitung,2021,2
10,1895,Wochenblick,Wochenblick,2
3,1895,Wochenblick,2021,2
1897,1896,Tips,Tips,2
11,1896,Tips,2020,2
10,1898,Wochenblick,Wochenblick,2
3,1898,Wochenblick,2021,2
10,1899,Wochenblick,Wochenblick,2
3,1899,Wochenblick,2021,2
27,1900,Die Ostschweiz,Die Ostschweiz,2
3,1900,Die Ostschweiz,2021,2
268,1901,SRF,SRF,2
11,1901,SRF,2020,2
2,1902,ScienceFiles,ScienceFiles,2
3,1902,ScienceFiles,2021,2
19,1903,Epoch Times,Epoch Times,2
11,1903,Epoch Times,2020,2
80,1904,INFOsperber,INFOsperber,2
3,1904,INFOsperber,2021,2
39,1905,multipolar,multipolar,2
3,1905,multipolar,2021,2
1907,1906,BR,BR,2
3,1906,BR,2021,2
37,1908,Corona Transition,Corona Transition,2
3,1908,Corona Transition,2021,2
8,1909,RT DE,RT DE,2
3,1909,RT DE,2021,2
8,1910,RT DE,RT DE,2
3,1910,RT DE,2021,2
19,1911,Epoch Times,Epoch Times,2
3,1911,Epoch Times,2021,2
131,1912,linth24,linth24,2
3,1912,linth24,2021,2
27,1913,Die Ostschweiz,Die Ostschweiz,2
3,1913,Die Ostschweiz,2021,2
27,1914,Die Ostschweiz,Die Ostschweiz,2
11,1914,Die Ostschweiz,2020,2
1916,1915,Peds Ansichten,Peds Ansichten,2
3,1915,Peds Ansichten,2021,2
37,1917,Corona Transition,Corona Transition,2
3,1917,Corona Transition,2021,2
8,1918,RT DE,RT DE,2
3,1918,RT DE,2021,2
72,1919,Die Welt,Die Welt,2
3,1919,Die Welt,2021,2
183,1920,corona-blog.net,corona-blog.net,2
3,1920,corona-blog.net,2021,2
636,1921,Das Schweizer Parlament,Das Schweizer Parlament,2
3,1921,Das Schweizer Parlament,2021,2
420,1922,ZDF,ZDF,2
3,1922,ZDF,2021,2
49,1923,reitschuster,reitschuster,2
3,1923,reitschuster,2021,2
6,1924,tp - Science & Technology,tp - Science & Technology,2
3,1924,tp - Science & Technology,2021,2
8,1925,RT DE,RT DE,2
11,1925,RT DE,2020,2
19,1926,Epoch Times,Epoch Times,2
3,1926,Epoch Times,2021,2
19,1927,Epoch Times,Epoch Times,2
3,1927,Epoch Times,2021,2
8,1928,RT DE,RT DE,2
3,1928,RT DE,2021,2
8,1929,RT DE,RT DE,2
3,1929,RT DE,2021,2
145,1930,Nordkurier,Nordkurier,2
3,1930,Nordkurier,2021,2
6,1931,tp - Science & Technology,tp - Science & Technology,2
3,1931,tp - Science & Technology,2021,2
436,1932,Pharmazeutische Zeitung,Pharmazeutische Zeitung,2
3,1932,Pharmazeutische Zeitung,2021,2
27,1933,Die Ostschweiz,Die Ostschweiz,2
3,1933,Die Ostschweiz,2021,2
80,1934,INFOsperber,INFOsperber,2
11,1934,INFOsperber,2020,2
37,1935,Corona Transition,Corona Transition,2
3,1935,Corona Transition,2021,2
131,1936,linth24,linth24,2
3,1936,linth24,2021,2
72,1937,Die Welt,Die Welt,2
3,1937,Die Welt,2021,2
78,1938,Ktipp,Ktipp,2
3,1938,Ktipp,2021,2
37,1939,Corona Transition,Corona Transition,2
3,1939,Corona Transition,2021,2
1323,1940,BioNTech,BioNTech,2
307,1940,BioNTech,2019,2
43,1941,medinside.ch,medinside.ch,2
3,1941,medinside.ch,2021,2
49,1942,reitschuster,reitschuster,2
3,1942,reitschuster,2021,2
468,1943,aargau-zuerich.ch,aargau-zuerich.ch,2
3,1943,aargau-zuerich.ch,2021,2
49,1944,reitschuster,reitschuster,2
11,1944,reitschuster,2020,2
497,1945,World Health Organization,World Health Organization,2
11,1945,World Health Organization,2020,2
46,1946,NZZ,NZZ,2
3,1946,NZZ,2021,2
37,1947,Corona Transition,Corona Transition,2
3,1947,Corona Transition,2021,2
94,1948,substack.com,substack.com,2
11,1948,substack.com,2020,2
8,1949,RT DE,RT DE,2
3,1949,RT DE,2021,2
6,1950,tp - Science & Technology,tp - Science & Technology,2
3,1950,tp - Science & Technology,2021,2
313,1951,tagblatt.ch,tagblatt.ch,2
3,1951,tagblatt.ch,2021,2
6,1952,tp - Science & Technology,tp - Science & Technology,2
3,1952,tp - Science & Technology,2021,2
19,1953,Epoch Times,Epoch Times,2
3,1953,Epoch Times,2021,2
1955,1954,Nature Medicine,Nature Medicine,2
11,1954,Nature Medicine,2020,2
27,1956,Die Ostschweiz,Die Ostschweiz,2
3,1956,Die Ostschweiz,2021,2
27,1957,Die Ostschweiz,Die Ostschweiz,2
11,1957,Die Ostschweiz,2020,2
84,1958,2020 News,2020 News,2
3,1958,2020 News,2021,2
286,1959,Swissmedic,Swissmedic,2
11,1959,Swissmedic,2020,2
19,1960,Epoch Times,Epoch Times,2
3,1960,Epoch Times,2021,2
82,1961,In$ide Paradeplatz,In$ide Paradeplatz,2
3,1961,In$ide Paradeplatz,2021,2
23,1962,Tagesanzeiger,Tagesanzeiger,2
11,1962,Tagesanzeiger,2020,2
37,1963,Corona Transition,Corona Transition,2
3,1963,Corona Transition,2021,2
10,1964,Wochenblick,Wochenblick,2
3,1964,Wochenblick,2021,2
19,1965,Epoch Times,Epoch Times,2
3,1965,Epoch Times,2021,2
27,1966,Die Ostschweiz,Die Ostschweiz,2
3,1966,Die Ostschweiz,2021,2
13,1967,Achgut.com,Achgut.com,2
3,1967,Achgut.com,2021,2
6,1968,tp - Science & Technology,tp - Science & Technology,2
3,1968,tp - Science & Technology,2021,2
13,1969,Achgut.com,Achgut.com,2
3,1969,Achgut.com,2021,2
39,1970,multipolar,multipolar,2
3,1970,multipolar,2021,2
16,1971,Rubikon,Rubikon,2
3,1971,Rubikon,2021,2
8,1972,RT DE,RT DE,2
3,1972,RT DE,2021,2
6,1973,tp - Science & Technology,tp - Science & Technology,2
3,1973,tp - Science & Technology,2021,2
817,1974,BAG,BAG,2
11,1974,BAG,2020,2
19,1975,Epoch Times,Epoch Times,2
3,1975,Epoch Times,2021,2
49,1976,reitschuster,reitschuster,2
3,1976,reitschuster,2021,2
512,1977,ntv,ntv,2
11,1977,ntv,2020,2
41,1978,Report24,Report24,2
3,1978,Report24,2021,2
8,1979,RT DE,RT DE,2
11,1979,RT DE,2020,2
49,1980,reitschuster,reitschuster,2
3,1980,reitschuster,2021,2
8,1981,RT DE,RT DE,2
3,1981,RT DE,2021,2
159,1982,Weltwoche daily,Weltwoche daily,2
3,1982,Weltwoche daily,2021,2
8,1983,RT DE,RT DE,2
11,1983,RT DE,2020,2
1985,1984,Eurosurveillance,Eurosurveillance,2
11,1984,Eurosurveillance,2020,2
37,1986,Corona Transition,Corona Transition,2
3,1986,Corona Transition,2021,2
37,1987,Corona Transition,Corona Transition,2
3,1987,Corona Transition,2021,2
43,1988,medinside.ch,medinside.ch,2
11,1988,medinside.ch,2020,2
27,1989,Die Ostschweiz,Die Ostschweiz,2
3,1989,Die Ostschweiz,2021,2
19,1990,Epoch Times,Epoch Times,2
3,1990,Epoch Times,2021,2
94,1991,substack.com,substack.com,2
11,1991,substack.com,2020,2
19,1992,Epoch Times,Epoch Times,2
3,1992,Epoch Times,2021,2
94,1993,substack.com,substack.com,2
11,1993,substack.com,2020,2
19,1994,Epoch Times,Epoch Times,2
3,1994,Epoch Times,2021,2
6,1995,tp - Science & Technology,tp - Science & Technology,2
3,1995,tp - Science & Technology,2021,2
617,1996,Kinder-Maskenpetition,Kinder-Maskenpetition,2
3,1996,Kinder-Maskenpetition,2021,2
8,1997,RT DE,RT DE,2
